Parent	Type	Child	Weight	Probability	Score
25	+	34	0.380287	1.000000	0.701851
26	+	34	0.190878	1.000000	0.352281
27	-	34	-0.090468	0.740165	-0.123582
28	+	34	0.089028	0.809703	0.133041
29	+	34	0.038139	0.200967	0.014146
30	+	34	0.083811	0.661276	0.102286
31	+	34	0.002254	0.319580	0.001329
32	+	34	0.075479	0.681566	0.094944
33	+	34	0.209929	1.000000	0.387442
34	+	34	0.478965	1.000000	0.883967
35	-	34	-0.147675	0.999998	-0.272546
36	-	34	-0.092873	0.782182	-0.134070
37	-	34	-0.022689	0.322981	-0.013524
38	+	34	0.070371	0.621831	0.080760
1	-	35	-0.047791	0.281254	-0.024807
2	+	35	0.040438	0.450269	0.033605
3	-	35	-0.014652	0.144058	-0.003895
4	-	35	-0.032907	0.421794	-0.025617
5	-	35	-0.012605	0.131044	-0.003049
6	-	35	-0.097235	0.527574	-0.094676
7	-	35	-0.012460	0.151694	-0.003488
8	-	35	-0.007506	0.041809	-0.000579
9	-	35	-0.069931	0.363169	-0.046872
10	-	35	-0.010444	0.101343	-0.001953
11	-	35	-0.002450	0.111727	-0.000505
12	-	35	-0.133853	0.593974	-0.146733
13	-	35	-0.015168	0.121790	-0.003409
14	-	35	-0.005802	0.078019	-0.000835
15	-	35	-0.254933	1.000000	-0.470500
16	+	35	0.055915	0.587958	0.060674
17	-	35	-0.007888	0.061670	-0.000898
18	+	35	0.030660	0.328735	0.018601
19	+	35	0.009515	0.204768	0.003596
20	-	35	-0.054214	0.530156	-0.053045
21	+	35	0.142732	0.999498	0.263290
22	+	35	0.116232	0.999988	0.214513
23	+	35	0.027054	0.368348	0.018392
24	+	35	0.095362	0.997431	0.175547
25	-	35	-0.027087	0.380125	-0.019003
26	+	35	0.097636	0.998161	0.179863
27	-	35	-0.017857	0.109380	-0.003605
28	-	35	-0.088627	0.904240	-0.147905
29	+	35	0.018184	0.139138	0.004670
30	+	35	0.100803	0.999190	0.185889
31	-	35	-0.060019	0.688125	-0.076224
32	+	35	0.063627	0.734098	0.086204
33	+	35	0.004200	0.102543	0.000795
34	-	35	-0.108245	0.999927	-0.199759
35	+	35	0.477627	1.000000	0.881500
36	-	35	-0.007270	0.101022	-0.001355
37	+	35	0.157149	0.999780	0.289967
38	+	35	0.193449	1.000000	0.357026
1	-	36	-0.037187	0.256764	-0.017622
2	-	36	-0.048508	0.463239	-0.041472
3	-	36	-0.017664	0.118877	-0.003875
4	-	36	-0.029310	0.421957	-0.022825
5	-	36	-0.016131	0.113013	-0.003364
6	-	36	-0.004630	0.428921	-0.003665
7	-	36	-0.040802	0.243321	-0.018323
8	-	36	-0.051130	0.290025	-0.027368
9	-	36	-0.007669	0.238990	-0.003383
10	-	36	-0.186742	1.000000	-0.344647
11	-	36	-0.039510	0.249891	-0.018222
12	-	36	-0.012076	0.404809	-0.009022
13	-	36	-0.135429	1.000000	-0.249945
14	-	36	-0.013565	0.100176	-0.002508
15	-	36	-0.015051	0.099993	-0.002778
16	-	36	-0.010490	0.088291	-0.001709
17	-	36	-0.013717	0.214003	-0.005418
18	-	36	-0.028359	0.324410	-0.016979
19	-	36	-0.039669	0.233547	-0.017099
20	+	36	0.025213	0.338212	0.015738
21	+	36	0.101996	0.997401	0.187752
22	+	36	0.045207	0.389871	0.032528
23	+	36	0.134607	0.999952	0.248415
24	+	36	0.034330	0.240409	0.015232
25	+	36	0.231477	1.000000	0.427209
26	+	36	0.069870	0.841474	0.108508
27	-	36	-0.087747	0.985227	-0.159551
28	+	36	0.138103	0.999958	0.254870
29	-	36	-0.013533	0.310848	-0.007764
30	+	36	0.186793	1.000000	0.344741
31	+	36	0.190130	1.000000	0.350901
32	-	36	-0.014555	0.262337	-0.007047
33	+	36	0.061395	0.689181	0.078091
34	-	36	-0.019248	0.140762	-0.005000
35	-	36	-0.007654	0.108039	-0.001526
36	+	36	0.430541	1.000000	0.794598
37	+	36	0.093935	0.989390	0.171525
38	+	36	0.060640	0.696192	0.077915
1	-	37	-0.023428	0.450097	-0.019461
2	-	37	-0.049040	0.715017	-0.064714
3	-	37	-0.030504	0.994116	-0.055967
4	-	37	-0.067827	0.865083	-0.108292
5	-	37	-0.031325	0.996488	-0.057609
6	-	37	-0.047826	0.703746	-0.062118
7	-	37	-0.039766	0.997089	-0.073178
8	-	37	-0.003763	0.061246	-0.000425
9	-	37	-0.033965	0.638123	-0.040001
10	-	37	-0.030000	0.964740	-0.053414
11	-	37	-0.010801	0.199266	-0.003972
12	-	37	-0.054934	0.771982	-0.078267
13	-	37	-0.027112	0.955333	-0.047802
14	-	37	-0.013359	0.277842	-0.006850
15	-	37	-0.005552	0.113787	-0.001166
16	-	37	-0.005927	0.127041	-0.001390
17	-	37	-0.006575	0.104026	-0.001262
18	-	37	-0.030318	0.547565	-0.030638
19	-	37	-0.044470	0.999922	-0.082066
20	+	37	0.086391	1.000000	0.159441
21	+	37	0.143655	1.000000	0.265126
22	+	37	0.030455	0.735562	0.041343
23	+	37	0.082494	1.000000	0.152249
24	+	37	0.030741	0.763135	0.043297
25	+	37	0.145657	1.000000	0.268822
26	+	37	0.054870	0.999543	0.101220
27	+	37	0.014170	0.175540	0.004591
28	+	37	0.057331	1.000000	0.105809
29	+	37	0.047108	0.996729	0.086656
30	-	37	-0.000880	0.121162	-0.000197
31	+	37	0.098606	1.000000	0.181985
32	+	37	0.033650	0.757933	0.047070
33	+	37	0.027740	0.786539	0.040268
34	+	37	0.003408	0.087154	0.000548
35	+	37	0.006688	0.077379	0.000955
36	+	37	0.012627	0.151903	0.003540
37	+	37	0.130409	1.000000	0.240681
38	+	37	0.050689	0.999381	0.093493
1	+	38	0.022374	0.210626	0.008697
2	+	38	0.052363	0.448481	0.043341
3	+	38	0.069128	0.013043	0.001664
4	-	38	-0.012312	0.409322	-0.009301
5	+	38	0.015797	0.070311	0.002050
6	+	38	0.066551	0.456808	0.056107
7	+	38	0.130962	0.000045	0.000011
8	-	38	-0.001691	0.038655	-0.000121
9	+	38	0.001021	0.221657	0.000418
10	+	38	0.034683	0.021385	0.001369
11	+	38	0.010650	0.091967	0.001808
12	+	38	0.094489	0.464866	0.081067
13	-	38	-0.009539	0.138982	-0.002447
14	+	38	0.061893	0.103259	0.011795
15	+	38	0.064654	0.068620	0.008188
16	+	38	0.117569	0.066077	0.014338
17	+	38	0.017184	0.095676	0.003034
18	-	38	-0.001745	0.300405	-0.000968
19	+	38	0.253967	0.029355	0.013759
20	+	38	0.101063	0.094150	0.017561
21	+	38	0.099757	0.114902	0.021155
22	+	38	0.198270	0.000000	0.000000
23	+	38	0.027594	0.143067	0.007286
24	+	38	0.098644	0.000000	0.000000
25	+	38	0.116802	0.168608	0.036346
26	+	38	0.248103	0.000000	0.000000
27	+	38	0.008312	0.076285	0.001170
28	+	38	0.042886	0.086903	0.006878
29	+	38	0.168860	0.000000	0.000000
30	+	38	0.127358	0.001772	0.000416
31	+	38	0.158336	0.532536	0.155618
32	+	38	0.037477	0.002053	0.000142
33	+	38	0.250057	0.728029	0.335985
34	+	38	0.222023	0.000108	0.000044
35	+	38	0.274388	0.002169	0.001098
36	+	38	0.099984	0.008273	0.001527
37	+	38	0.038023	0.104295	0.007319
38	+	38	0.384435	0.000003	0.000002
