Parent	Type	Child	Weight	Probability	Score
28	+	34	0.213837	0.002737	0.000913
29	+	34	0.076538	0.022583	0.002698
30	+	34	0.113774	0.025777	0.004577
31	+	34	0.196364	0.241939	0.074145
32	+	34	0.242752	0.833363	0.315729
33	+	34	0.249754	0.000019	0.000007
34	+	34	0.410849	1.000000	0.641208
35	+	34	0.388972	1.000000	0.607065
36	-	34	-0.032271	0.227574	-0.011462
37	-	34	-0.082775	0.981790	-0.126834
38	+	34	0.287115	0.000001	0.000000
1	-	35	-0.062104	1.000000	-0.096925
2	-	35	-0.068777	1.000000	-0.107340
3	-	35	-0.005073	0.103014	-0.000816
4	-	35	-0.067560	1.000000	-0.105440
5	-	35	-0.007360	0.143090	-0.001644
6	-	35	-0.068956	1.000000	-0.107619
7	-	35	-0.063367	1.000000	-0.098896
8	-	35	-0.057145	1.000000	-0.089186
9	-	35	-0.055931	1.000000	-0.087290
10	-	35	-0.008458	0.210723	-0.002782
11	-	35	-0.011635	0.338033	-0.006138
12	-	35	-0.061970	1.000000	-0.096716
13	-	35	-0.036180	0.999937	-0.056463
14	-	35	-0.050226	1.000000	-0.078387
15	-	35	-0.062344	1.000000	-0.097300
16	-	35	-0.066049	0.977817	-0.100795
17	-	35	-0.014620	0.487297	-0.011119
18	-	35	-0.049294	1.000000	-0.076932
19	-	35	-0.060583	1.000000	-0.094551
20	+	35	0.065667	1.000000	0.102486
21	+	35	0.073115	1.000000	0.114111
22	+	35	0.005834	0.136640	0.001244
23	+	35	0.072544	1.000000	0.113219
24	+	35	0.017836	0.879177	0.024473
25	+	35	0.073617	1.000000	0.114894
26	+	35	0.071155	1.000000	0.111051
27	+	35	0.060500	1.000000	0.094422
28	+	35	0.066130	1.000000	0.103208
29	+	35	0.014046	0.539585	0.011829
30	+	35	0.017268	0.802557	0.021629
31	+	35	0.070163	1.000000	0.109502
32	+	35	0.042250	1.000000	0.065939
33	+	35	0.053651	1.000000	0.083733
34	+	35	0.069846	1.000000	0.109009
35	+	35	0.108527	1.000000	0.169377
36	+	35	0.021023	0.969754	0.031818
37	+	35	0.053798	1.000000	0.083961
38	+	35	0.069353	1.000000	0.108239
1	-	36	-0.027741	0.142794	-0.006182
2	-	36	-0.064446	0.471666	-0.047440
3	-	36	-0.028805	0.170390	-0.007660
4	-	36	-0.053348	0.317697	-0.026451
5	-	36	-0.057492	0.218122	-0.019572
6	-	36	-0.095323	0.932790	-0.138771
7	-	36	-0.065989	0.481001	-0.049537
8	-	36	-0.121615	0.999925	-0.189789
9	-	36	-0.071867	0.715962	-0.080303
10	-	36	-0.209295	1.000000	-0.326645
11	-	36	-0.048828	0.263877	-0.020109
12	-	36	-0.108024	0.985687	-0.166179
13	-	36	-0.205048	1.000000	-0.320017
14	-	36	-0.047253	0.237185	-0.017492
15	-	36	-0.066130	0.532040	-0.054911
16	-	36	-0.005054	0.411071	-0.003242
17	-	36	-0.034991	0.266473	-0.014552
18	-	36	-0.057567	0.382314	-0.034349
19	-	36	-0.059967	0.388419	-0.036352
20	+	36	0.025028	0.167512	0.006543
21	+	36	0.013126	0.154557	0.003166
22	+	36	0.203655	1.000000	0.317842
23	+	36	0.018476	0.162540	0.004687
24	-	36	-0.060918	0.487837	-0.046381
25	+	36	0.004075	0.156692	0.000996
26	+	36	0.133149	0.999761	0.207754
27	+	36	0.001452	0.181157	0.000410
28	-	36	-0.003169	0.144016	-0.000712
29	-	36	-0.017567	0.282911	-0.007756
30	+	36	0.184333	1.000000	0.287687
31	-	36	-0.002791	0.160560	-0.000699
32	-	36	-0.002980	0.235240	-0.001094
33	+	36	0.088917	0.925097	0.128377
34	+	36	0.029783	0.251759	0.011702
35	+	36	0.406949	1.000000	0.635121
36	+	36	0.419647	1.000000	0.654939
37	-	36	-0.010401	0.136636	-0.002218
38	+	36	0.105101	0.989126	0.162247
1	+	37	0.010782	0.146117	0.002459
2	-	37	-0.011963	0.113215	-0.002114
3	-	37	-0.022442	0.098681	-0.003456
4	+	37	0.010473	0.129163	0.002111
5	+	37	0.017639	0.092529	0.002547
6	+	37	0.012093	0.134708	0.002542
7	-	37	-0.016712	0.122976	-0.003208
8	-	37	-0.002434	0.090145	-0.000342
9	+	37	0.001854	0.112374	0.000325
10	-	37	-0.040632	0.248438	-0.015754
11	-	37	-0.019513	0.110561	-0.003367
12	+	37	0.005829	0.115607	0.001052
13	+	37	0.004703	0.114077	0.000837
14	+	37	0.000868	0.157009	0.000213
15	-	37	-0.007405	0.107992	-0.001248
16	-	37	-0.008066	0.406054	-0.005112
17	-	37	-0.011983	0.078078	-0.001460
18	+	37	0.075631	0.789135	0.093146
19	-	37	-0.008671	0.109766	-0.001486
20	+	37	0.133972	1.000000	0.209089
21	+	37	0.014154	0.139905	0.003090
22	-	37	-0.071540	0.570957	-0.063748
23	+	37	0.109018	0.997828	0.169774
24	+	37	0.118294	0.982969	0.181476
25	+	37	0.117693	0.999617	0.183613
26	-	37	-0.011630	0.138897	-0.002521
27	+	37	0.012527	0.120655	0.002359
28	+	37	0.060660	0.592650	0.056107
29	-	37	-0.124902	0.999995	-0.194932
30	-	37	-0.051148	0.413457	-0.033005
31	+	37	0.077860	0.836892	0.101695
32	+	37	0.081229	0.945070	0.119810
33	+	37	0.145615	1.000000	0.227260
34	+	37	0.007997	0.129022	0.001610
35	+	37	0.029285	0.289599	0.013236
36	-	37	-0.020317	0.123972	-0.003931
37	+	37	0.485301	1.000000	0.757404
38	+	37	0.005977	0.127843	0.001192
1	-	38	-0.000580	0.128287	-0.000116
2	+	38	0.011457	0.112528	0.002012
3	+	38	0.014304	0.099598	0.002223
4	-	38	-0.014370	0.110608	-0.002481
5	-	38	-0.007198	0.057433	-0.000645
6	+	38	0.003200	0.105186	0.000525
7	+	38	0.079194	0.144543	0.017865
8	-	38	-0.007582	0.098792	-0.001169
9	-	38	-0.003011	0.111913	-0.000526
10	+	38	0.001105	0.086400	0.000149
11	-	38	-0.007036	0.065892	-0.000724
12	-	38	-0.003559	0.099754	-0.000554
13	-	38	-0.000281	0.139928	-0.000061
14	+	38	0.043862	0.127046	0.008697
15	+	38	0.062305	0.108020	0.010504
16	+	38	0.357144	0.859292	0.478962
17	+	38	0.017422	0.109141	0.002968
18	-	38	-0.024014	0.132932	-0.004982
19	+	38	0.137904	0.780321	0.167945
20	+	38	0.131782	0.599985	0.123400
21	+	38	0.088968	0.225103	0.031256
22	+	38	0.147884	0.965762	0.222900
23	-	38	-0.010373	0.144518	-0.002340
24	-	38	-0.014756	0.137814	-0.003174
25	+	38	0.046413	0.099584	0.007214
26	+	38	0.222676	0.999991	0.347525
27	+	38	0.012676	0.089617	0.001773
28	+	38	0.072601	0.082771	0.009379
29	+	38	0.069533	0.129269	0.014028
30	-	38	-0.018978	0.132381	-0.003921
31	+	38	0.020074	0.098171	0.003076
32	+	38	0.166518	0.998986	0.259619
33	+	38	0.235512	1.000000	0.367561
34	+	38	0.200018	0.998711	0.311763
35	+	38	0.439213	1.000000	0.685475
36	+	38	0.115468	0.719461	0.129654
37	-	38	-0.092537	0.940684	-0.135855
38	+	38	0.308476	1.000000	0.481435
